city,area,rooms,bathroom,parking spaces
São Paulo,280,3,4,2
São Paulo,390,3,4,4
São Paulo,60,2,2,2
São Paulo,150,3,2,2
Rio de Janeiro,60,2,1,1
São Paulo,22,1,1,0
Rio de Janeiro,30,1,1,1
São Paulo,49,2,2,1
São Paulo,230,3,4,3
Rio de Janeiro,200,3,4,2
Belo Horizonte,167,4,4,3
Belo Horizonte,420,4,6,5
Porto Alegre,98,2,1,0
Belo Horizonte,80,3,1,1
Campinas,30,1,1,0
São Paulo,296,4,5,5
Rio de Janeiro,70,2,1,0
Rio de Janeiro,160,2,2,2
São Paulo,73,2,2,1
Rio de Janeiro,15,1,1,0
São Paulo,174,3,1,1
Porto Alegre,54,1,1,1
São Paulo,50,1,1,1
São Paulo,240,3,3,3
Belo Horizonte,260,4,4,2
São Paulo,210,3,4,4
São Paulo,119,3,4,3
Belo Horizonte,150,3,1,3
São Paulo,750,4,7,8
São Paulo,67,2,1,1
Rio de Janeiro,50,1,1,0
Rio de Janeiro,36,1,1,0
São Paulo,120,3,2,2
Porto Alegre,65,3,1,1
Belo Horizonte,240,4,4,2
São Paulo,93,2,2,2
Porto Alegre,35,1,1,0
São Paulo,51,2,1,1
São Paulo,85,2,2,1
Campinas,57,1,2,1
Campinas,50,1,1,0
São Paulo,75,2,1,0
São Paulo,161,3,3,3
Campinas,210,4,4,3
São Paulo,350,3,2,4
Porto Alegre,112,3,3,2
Campinas,78,3,2,2
São Paulo,54,2,2,1
Campinas,25,1,1,0
São Paulo,62,2,2,0
São Paulo,117,2,2,1
São Paulo,120,4,2,2
Campinas,113,3,2,2
São Paulo,65,2,1,1
Campinas,70,2,1,1
Porto Alegre,67,3,2,2
São Paulo,651,7,7,8
São Paulo,180,3,1,5
São Paulo,30,1,1,0
São Paulo,100,3,3,3
São Paulo,45,1,1,0
São Paulo,400,4,4,4
São Paulo,100,3,1,0
Porto Alegre,111,2,2,0
Belo Horizonte,70,2,2,2
Porto Alegre,179,3,2,2
Rio de Janeiro,140,3,2,2
São Paulo,260,3,4,2
Belo Horizonte,268,4,2,4
Belo Horizonte,70,3,2,1
Rio de Janeiro,50,1,1,1
Belo Horizonte,470,5,4,2
São Paulo,142,3,4,3
São Paulo,80,1,2,2
São Paulo,100,3,3,3
Porto Alegre,47,1,1,1
Campinas,180,3,4,4
Porto Alegre,180,4,1,1
São Paulo,72,1,1,1
São Paulo,90,2,2,1
Campinas,49,1,1,0
Porto Alegre,282,4,2,4
São Paulo,114,4,4,2
São Paulo,170,3,3,2
São Paulo,200,3,2,3
São Paulo,130,4,4,3
Belo Horizonte,300,3,4,4
São Paulo,40,1,2,1
São Paulo,45,1,1,0
São Paulo,245,3,5,4
São Paulo,155,2,3,2
Belo Horizonte,300,3,3,4
Campinas,438,5,4,0
Rio de Janeiro,30,1,1,0
São Paulo,125,2,2,1
Campinas,76,1,2,0
São Paulo,58,2,2,2
São Paulo,140,3,2,2
São Paulo,49,2,1,1
Porto Alegre,45,1,1,0
São Paulo,350,4,6,4
São Paulo,35,1,1,0
Rio de Janeiro,100,3,1,1
Porto Alegre,86,2,2,2
Campinas,58,1,1,1
São Paulo,40,1,1,0
Porto Alegre,62,3,2,1
Belo Horizonte,95,3,2,2
São Paulo,52,1,1,1
São Paulo,80,2,1,0
Belo Horizonte,300,4,4,4
São Paulo,70,2,2,0
Porto Alegre,130,3,3,1
Campinas,39,1,1,1
Belo Horizonte,73,2,1,1
São Paulo,68,2,1,1
Campinas,80,2,1,0
São Paulo,30,1,1,1
Rio de Janeiro,450,4,5,1
São Paulo,270,3,4,2
São Paulo,146,3,4,4
Rio de Janeiro,100,3,1,0
Campinas,60,2,1,1
São Paulo,55,2,1,1
Rio de Janeiro,140,4,2,1
Campinas,40,1,1,1
Belo Horizonte,20,1,1,1
Porto Alegre,30,1,1,0
São Paulo,68,2,2,2
Campinas,35,1,1,1
São Paulo,190,4,4,3
São Paulo,700,4,10,0
Rio de Janeiro,45,1,1,0
São Paulo,311,3,6,4
Porto Alegre,110,2,1,0
Campinas,330,3,3,2
São Paulo,75,3,1,1
Porto Alegre,50,1,1,0
São Paulo,460,4,4,6
Porto Alegre,52,2,1,0
São Paulo,155,3,4,2
Belo Horizonte,55,2,1,1
Rio de Janeiro,74,2,1,0
São Paulo,26,1,1,1
São Paulo,80,2,1,0
São Paulo,450,4,5,5
Campinas,150,2,2,1
São Paulo,135,3,2,2
Belo Horizonte,140,4,3,4
Campinas,76,3,1,1
São Paulo,450,4,3,6
Belo Horizonte,38,1,1,0
São Paulo,56,2,2,1
Rio de Janeiro,30,1,1,0
São Paulo,260,2,2,2
Porto Alegre,77,3,2,1
Rio de Janeiro,290,4,3,1
Belo Horizonte,22,1,1,1
Rio de Janeiro,47,2,1,0
São Paulo,80,2,2,1
São Paulo,244,4,3,4
Campinas,45,1,1,0
Belo Horizonte,85,3,2,2
São Paulo,98,3,2,2
São Paulo,100,2,1,1
Rio de Janeiro,120,3,2,0
São Paulo,190,3,2,1
São Paulo,500,4,4,4
São Paulo,105,3,2,2
Campinas,50,2,1,1
São Paulo,126,4,3,2
São Paulo,74,2,3,1
Rio de Janeiro,130,3,3,2
São Paulo,140,2,1,1
Porto Alegre,160,3,2,2
São Paulo,250,3,4,3
Rio de Janeiro,90,2,2,1
São Paulo,35,1,1,0
Rio de Janeiro,144,4,2,2
Rio de Janeiro,170,3,1,1
Rio de Janeiro,65,2,1,1
Porto Alegre,80,2,1,0
São Paulo,20,1,1,0
São Paulo,79,2,2,2
São Paulo,70,2,1,0
São Paulo,30,1,1,0
São Paulo,250,3,5,3
Porto Alegre,50,1,1,0
São Paulo,116,3,2,2
São Paulo,216,4,3,4
São Paulo,290,3,5,4
São Paulo,300,5,6,6
São Paulo,245,4,3,4
Belo Horizonte,150,4,2,3
São Paulo,130,3,4,2
São Paulo,112,1,2,3
São Paulo,78,2,2,1
Rio de Janeiro,15,1,1,0
São Paulo,84,2,1,2
Rio de Janeiro,23,1,1,0
Belo Horizonte,174,3,1,0
São Paulo,104,1,3,2
Porto Alegre,63,1,1,0
São Paulo,51,2,1,1
Rio de Janeiro,70,2,2,1
Belo Horizonte,150,4,4,2
Rio de Janeiro,90,2,2,1
Rio de Janeiro,80,2,2,1
Porto Alegre,60,1,1,1
Belo Horizonte,85,3,2,1
São Paulo,70,2,1,0
Rio de Janeiro,50,1,1,0
São Paulo,38,1,1,0
Porto Alegre,147,3,3,3
Porto Alegre,222,3,2,2
São Paulo,185,4,4,4
Campinas,284,3,5,6
São Paulo,45,2,1,1
Rio de Janeiro,290,3,3,1
São Paulo,74,3,2,2
Campinas,115,3,2,2
Porto Alegre,37,1,1,0
Belo Horizonte,650,7,6,3
São Paulo,30,1,1,0
São Paulo,87,1,1,2
São Paulo,553,5,6,5
São Paulo,250,3,4,4
São Paulo,600,4,5,6
São Paulo,250,3,3,3
São Paulo,30,1,1,1
Belo Horizonte,62,3,1,1
Rio de Janeiro,115,2,2,2
Rio de Janeiro,130,3,1,0
São Paulo,35,1,1,0
Belo Horizonte,350,4,3,3
São Paulo,100,3,2,0
Campinas,85,3,2,2
São Paulo,60,1,1,1
Campinas,197,3,3,2
São Paulo,177,4,5,4
Rio de Janeiro,96,2,1,0
São Paulo,48,1,1,0
São Paulo,678,5,6,4
Rio de Janeiro,126,2,2,1
São Paulo,130,3,3,1
Campinas,113,2,1,1
São Paulo,380,3,4,2
São Paulo,80,1,1,1
São Paulo,20,1,1,0
São Paulo,32,1,1,1
São Paulo,420,4,6,4
São Paulo,500,8,5,2
São Paulo,33,1,1,1
São Paulo,700,4,6,6
São Paulo,50,1,1,1
Porto Alegre,70,2,2,0
Belo Horizonte,332,3,2,8
Rio de Janeiro,83,2,3,2
Campinas,62,2,2,2
São Paulo,30,1,1,0
São Paulo,240,4,6,4
São Paulo,27,1,1,0
Rio de Janeiro,87,3,2,1
Porto Alegre,238,3,3,3
Rio de Janeiro,68,2,1,0
Rio de Janeiro,30,1,1,0
Rio de Janeiro,24,1,1,0
São Paulo,80,3,2,1
Belo Horizonte,70,3,1,1
São Paulo,250,4,3,2
Belo Horizonte,83,3,3,2
Porto Alegre,339,3,5,4
Campinas,75,2,1,1
São Paulo,154,4,3,3
Rio de Janeiro,80,2,2,1
Porto Alegre,156,3,1,0
São Paulo,190,3,4,3
São Paulo,200,3,2,2
Belo Horizonte,600,3,5,8
Belo Horizonte,57,3,2,1
Belo Horizonte,110,3,2,2
São Paulo,240,3,4,5
São Paulo,40,1,1,1
Campinas,160,3,2,2
São Paulo,120,3,2,2
Campinas,51,1,1,1
Porto Alegre,55,1,1,1
São Paulo,820,4,4,5
São Paulo,168,3,4,2
Porto Alegre,68,1,2,1
São Paulo,260,4,4,6
São Paulo,93,2,2,1
São Paulo,73,2,2,1
São Paulo,182,3,3,5
Rio de Janeiro,215,3,2,0
São Paulo,280,3,3,4
Rio de Janeiro,68,2,1,1
São Paulo,76,1,2,1
São Paulo,156,3,4,3
Porto Alegre,271,4,3,1
Campinas,297,4,6,2
São Paulo,73,2,1,1
São Paulo,350,3,4,5
São Paulo,100,2,3,3
São Paulo,100,3,2,0
Campinas,180,3,4,4
São Paulo,350,7,4,2
Porto Alegre,40,1,1,0
Rio de Janeiro,106,3,2,1
São Paulo,63,2,2,1
Rio de Janeiro,200,4,3,2
Rio de Janeiro,65,2,2,0
Rio de Janeiro,25,1,1,0
São Paulo,95,3,2,2
São Paulo,36,1,1,1
Rio de Janeiro,273,4,4,2
São Paulo,159,2,2,1
Rio de Janeiro,110,2,2,1
Porto Alegre,130,4,4,3
São Paulo,20,1,1,0
São Paulo,330,4,5,4
Rio de Janeiro,30,1,1,0
São Paulo,190,4,3,2
São Paulo,195,2,3,1
São Paulo,43,2,7,2
Campinas,49,2,1,1
São Paulo,68,3,1,1
Porto Alegre,63,2,2,2
São Paulo,298,4,4,3
São Paulo,52,1,2,1
São Paulo,350,3,2,4
São Paulo,170,4,2,1
Rio de Janeiro,120,3,2,2
Rio de Janeiro,30,1,1,0
Belo Horizonte,67,2,1,0
São Paulo,210,3,4,0
Porto Alegre,40,1,1,1
Porto Alegre,117,3,2,1
São Paulo,67,2,1,1
Belo Horizonte,70,3,2,2
Porto Alegre,60,2,1,2
São Paulo,856,5,7,6
Rio de Janeiro,34,1,1,0
São Paulo,717,5,5,8
Porto Alegre,96,2,1,0
São Paulo,20,1,1,0
Porto Alegre,70,1,2,0
Rio de Janeiro,65,1,1,0
São Paulo,58,2,2,1
São Paulo,140,3,3,3
São Paulo,195,3,4,3
Rio de Janeiro,83,2,1,1
Porto Alegre,40,1,1,1
São Paulo,70,1,1,0
Rio de Janeiro,94,3,3,2
São Paulo,34,1,1,1
Campinas,30,1,1,0
São Paulo,73,2,2,1
Campinas,270,3,3,3
São Paulo,40,1,1,1
São Paulo,25,1,1,0
São Paulo,112,3,2,1
São Paulo,105,3,2,2
São Paulo,130,3,2,2
Belo Horizonte,118,4,2,1
Campinas,85,3,2,1
São Paulo,380,4,4,3
Belo Horizonte,55,2,1,1
São Paulo,109,3,2,1
Belo Horizonte,758,5,4,5
Belo Horizonte,300,4,3,3
Belo Horizonte,72,2,3,0
Belo Horizonte,148,4,3,2
Porto Alegre,75,2,1,0
Rio de Janeiro,68,2,2,1
São Paulo,64,2,2,2
Belo Horizonte,206,4,3,2
São Paulo,320,3,4,3
Rio de Janeiro,116,3,3,2
Campinas,560,7,7,8
São Paulo,320,4,3,4
Rio de Janeiro,55,1,1,1
São Paulo,85,2,2,0
São Paulo,100,2,2,1
São Paulo,400,5,5,5
Porto Alegre,220,3,2,2
Rio de Janeiro,80,2,2,0
Campinas,66,1,1,2
Porto Alegre,80,2,2,1
São Paulo,260,5,4,4
São Paulo,450,4,5,6
Porto Alegre,88,2,2,1
Campinas,157,3,5,3
São Paulo,129,3,5,0
São Paulo,23,1,1,1
São Paulo,692,5,6,5
São Paulo,310,3,4,3
Porto Alegre,215,3,4,2
São Paulo,250,3,4,2
São Paulo,140,3,2,2
São Paulo,100,1,1,0
Campinas,47,2,1,1
Campinas,48,2,1,1
São Paulo,71,2,3,2
São Paulo,70,2,1,2
São Paulo,67,2,1,1
São Paulo,120,3,2,1
São Paulo,465,5,5,2
Rio de Janeiro,120,3,2,0
São Paulo,92,2,1,0
Porto Alegre,78,3,2,2
Campinas,60,2,1,1
São Paulo,100,3,1,1
São Paulo,87,2,3,2
São Paulo,160,2,2,4
São Paulo,100,2,3,2
São Paulo,52,2,1,1
São Paulo,109,4,2,2
Rio de Janeiro,26,1,1,0
São Paulo,270,4,5,2
Belo Horizonte,208,3,4,3
Belo Horizonte,20,1,1,1
São Paulo,50,2,1,1
Rio de Janeiro,138,2,1,0
Campinas,58,2,2,2
São Paulo,198,3,4,3
São Paulo,115,4,4,3
Rio de Janeiro,128,3,3,2
São Paulo,66,1,1,0
São Paulo,234,3,5,3
São Paulo,380,4,4,6
São Paulo,113,2,1,1
São Paulo,160,3,3,2
Rio de Janeiro,80,2,1,0
São Paulo,33,2,1,0
Porto Alegre,50,2,1,1
Rio de Janeiro,65,1,1,0
São Paulo,40,1,1,0
São Paulo,261,3,4,4
Belo Horizonte,50,2,1,1
Porto Alegre,281,4,4,2
São Paulo,119,2,1,1
Belo Horizonte,52,2,1,1
Porto Alegre,40,1,1,0
Porto Alegre,47,1,1,0
Porto Alegre,35,1,1,0
São Paulo,40,1,1,0
Belo Horizonte,55,2,1,1
Rio de Janeiro,72,2,1,1
Porto Alegre,30,1,1,0
Rio de Janeiro,57,1,1,1
São Paulo,70,1,1,1
São Paulo,63,2,2,1
São Paulo,220,3,4,3
São Paulo,126,4,3,4
Porto Alegre,147,2,3,2
São Paulo,70,3,2,1
São Paulo,99,2,1,1
Rio de Janeiro,90,3,1,0
Rio de Janeiro,100,2,1,0
Rio de Janeiro,48,1,1,0
Belo Horizonte,247,4,5,4
São Paulo,443,5,5,4
Rio de Janeiro,200,2,3,2
Belo Horizonte,360,4,3,4
São Paulo,20,1,1,0
Rio de Janeiro,90,3,2,0
São Paulo,297,4,4,6
Porto Alegre,180,3,3,2
São Paulo,54,1,2,1
Porto Alegre,90,2,2,1
Campinas,105,3,3,2
Porto Alegre,67,2,1,1
Campinas,45,1,1,0
Belo Horizonte,33,1,1,1
São Paulo,45,1,1,0
Porto Alegre,127,3,3,0
São Paulo,120,3,3,2
São Paulo,75,2,1,1
São Paulo,220,3,2,3
São Paulo,50,1,1,1
Porto Alegre,115,3,2,1
Campinas,75,2,2,1
Rio de Janeiro,65,2,2,0
Rio de Janeiro,39,1,1,0
São Paulo,200,2,3,2
São Paulo,72,2,1,0
Rio de Janeiro,108,2,2,1
São Paulo,32,1,1,1
São Paulo,106,3,2,1
Belo Horizonte,70,3,1,1
Rio de Janeiro,120,3,2,1
Campinas,55,1,1,0
São Paulo,100,3,1,0
São Paulo,162,2,2,1
São Paulo,75,2,1,1
Campinas,44,1,1,0
São Paulo,130,2,2,2
Campinas,147,4,3,1
Porto Alegre,70,2,1,0
Porto Alegre,64,2,2,2
Rio de Janeiro,180,4,3,1
Porto Alegre,42,2,1,0
São Paulo,117,3,3,1
Rio de Janeiro,180,3,4,2
São Paulo,65,3,2,1
São Paulo,29,1,1,0
São Paulo,600,4,6,3
São Paulo,145,3,3,1
São Paulo,310,4,4,4
Belo Horizonte,260,4,4,3
São Paulo,320,3,3,2
Belo Horizonte,70,3,1,1
Rio de Janeiro,35,1,1,0
Porto Alegre,320,3,4,4
Porto Alegre,82,2,2,2
São Paulo,62,2,2,1
Porto Alegre,60,3,1,0
Porto Alegre,78,3,2,0
São Paulo,385,4,5,6
Porto Alegre,214,3,3,2
São Paulo,233,4,5,4
Rio de Janeiro,60,2,1,1
Belo Horizonte,22,1,1,0
Rio de Janeiro,100,2,3,0
São Paulo,90,2,1,1
Rio de Janeiro,60,2,2,0
São Paulo,22,1,1,0
Porto Alegre,80,2,1,0
São Paulo,110,3,4,3
Rio de Janeiro,120,2,2,1
Belo Horizonte,193,3,3,1
São Paulo,55,2,1,1
Rio de Janeiro,165,3,3,1
Porto Alegre,46,1,1,2
Rio de Janeiro,55,2,1,0
São Paulo,150,2,2,1
São Paulo,57,1,1,0
Rio de Janeiro,160,3,2,1
São Paulo,200,4,4,2
Campinas,60,1,2,1
São Paulo,180,3,2,1
São Paulo,62,1,1,0
Rio de Janeiro,90,3,2,1
Rio de Janeiro,35,1,1,0
São Paulo,95,2,1,1
São Paulo,320,5,5,4
Rio de Janeiro,127,3,2,2
São Paulo,210,3,2,2
São Paulo,160,4,3,2
São Paulo,273,3,2,5
São Paulo,211,4,5,4
São Paulo,145,2,3,2
Porto Alegre,92,2,2,1
Campinas,70,2,3,1
Campinas,254,3,4,2
São Paulo,350,4,4,2
São Paulo,55,1,1,0
São Paulo,80,3,2,2
São Paulo,280,3,3,4
São Paulo,100,3,1,0
Rio de Janeiro,98,3,2,1
São Paulo,85,2,3,1
São Paulo,78,2,2,2
São Paulo,58,2,1,1
Rio de Janeiro,50,1,1,1
São Paulo,30,1,1,0
São Paulo,75,2,1,1
Campinas,350,4,6,6
São Paulo,136,3,4,3
São Paulo,290,3,3,3
São Paulo,99,2,2,2
Porto Alegre,750,5,3,6
São Paulo,110,2,2,1
Porto Alegre,340,2,3,2
São Paulo,178,2,1,1
Belo Horizonte,28,1,1,1
Belo Horizonte,38,1,1,0
Porto Alegre,254,3,4,2
Porto Alegre,51,2,1,1
São Paulo,134,3,3,2
São Paulo,38,1,1,1
São Paulo,400,4,5,3
Rio de Janeiro,136,3,2,2
São Paulo,250,4,5,2
Campinas,94,2,2,2
Rio de Janeiro,62,2,2,1
São Paulo,80,2,2,1
Campinas,89,3,1,1
Campinas,51,2,1,0
São Paulo,40,1,1,1
Porto Alegre,47,1,1,1
São Paulo,210,3,5,3
São Paulo,230,4,4,4
São Paulo,70,2,2,1
Porto Alegre,117,3,1,1
Belo Horizonte,54,2,2,0
São Paulo,105,2,1,0
Rio de Janeiro,47,2,2,0
São Paulo,120,3,1,0
Rio de Janeiro,284,4,6,2
São Paulo,58,2,1,1
Porto Alegre,95,2,1,1
Rio de Janeiro,65,2,1,0
Porto Alegre,188,3,4,2
Belo Horizonte,21,1,1,0
São Paulo,65,2,2,1
Rio de Janeiro,50,2,1,0
São Paulo,150,4,3,3
Porto Alegre,90,3,3,1
Belo Horizonte,400,3,3,6
Campinas,64,2,2,2
São Paulo,80,2,1,1
São Paulo,300,3,5,4
São Paulo,240,3,3,2
São Paulo,50,2,1,1
São Paulo,820,4,4,6
Porto Alegre,58,1,1,1
São Paulo,230,3,2,2
Porto Alegre,43,1,1,1
São Paulo,280,6,6,3
São Paulo,54,2,1,1
Belo Horizonte,200,6,2,1
São Paulo,360,3,5,6
São Paulo,650,5,8,7
Porto Alegre,38,1,1,0
Belo Horizonte,373,4,5,5
Porto Alegre,47,1,1,1
São Paulo,133,3,2,2
Belo Horizonte,150,4,2,2
Campinas,80,3,2,1
São Paulo,129,4,2,3
São Paulo,275,3,5,6
Rio de Janeiro,44,1,1,0
Belo Horizonte,60,1,2,1
Belo Horizonte,170,3,4,4
São Paulo,40,1,1,2
Belo Horizonte,200,4,4,4
São Paulo,170,4,4,3
São Paulo,200,5,3,2
São Paulo,31,1,1,0
Porto Alegre,135,3,2,1
São Paulo,400,3,3,1
Porto Alegre,70,2,1,0
São Paulo,64,1,1,0
Rio de Janeiro,73,2,1,1
São Paulo,240,3,4,3
São Paulo,115,2,1,1
São Paulo,400,3,4,3
São Paulo,147,4,2,0
Belo Horizonte,58,2,1,1
Campinas,92,3,2,2
São Paulo,330,3,6,4
Porto Alegre,60,2,1,0
São Paulo,240,4,5,4
Porto Alegre,38,1,1,0
São Paulo,141,3,2,2
Porto Alegre,43,1,1,1
Porto Alegre,62,2,1,0
Campinas,50,2,1,1
Porto Alegre,75,2,1,1
São Paulo,180,3,2,1
Campinas,33,1,1,0
São Paulo,580,6,6,8
São Paulo,136,3,3,2
São Paulo,238,4,4,3
São Paulo,109,3,2,2
São Paulo,90,2,1,0
Porto Alegre,171,2,2,1
São Paulo,40,1,1,0
Campinas,119,3,2,2
Belo Horizonte,330,5,7,5
São Paulo,60,1,1,1
São Paulo,118,3,2,1
São Paulo,134,2,2,1
São Paulo,280,3,4,1
São Paulo,120,3,2,1
São Paulo,288,4,6,4
São Paulo,180,3,3,2
São Paulo,43,1,1,1
São Paulo,57,1,1,0
São Paulo,200,3,3,0
São Paulo,96,3,3,0
São Paulo,320,4,5,4
Belo Horizonte,110,3,2,2
São Paulo,35,1,1,1
São Paulo,270,4,5,6
São Paulo,85,2,1,1
São Paulo,60,2,2,1
São Paulo,550,4,5,5
São Paulo,45,1,1,0
São Paulo,130,3,2,2
Rio de Janeiro,50,1,1,0
São Paulo,55,2,1,1
Porto Alegre,47,1,1,1
Belo Horizonte,192,4,3,3
São Paulo,70,2,2,2
Porto Alegre,78,2,1,0
Porto Alegre,45,1,1,1
Belo Horizonte,250,2,2,1
Rio de Janeiro,90,3,1,0
Rio de Janeiro,186,3,4,2
São Paulo,33,1,1,0
Porto Alegre,250,5,4,5
Rio de Janeiro,30,1,1,0
Rio de Janeiro,106,3,1,0
São Paulo,72,2,2,1
São Paulo,90,2,1,1
São Paulo,102,3,2,1
São Paulo,126,3,3,2
São Paulo,220,3,2,1
Porto Alegre,42,1,1,1
São Paulo,69,2,1,1
São Paulo,50,2,1,1
São Paulo,120,4,3,2
São Paulo,160,3,3,3
São Paulo,31,1,1,0
São Paulo,70,3,1,1
São Paulo,37,1,1,1
São Paulo,63,1,1,1
Rio de Janeiro,57,2,1,0
São Paulo,400,3,2,3
São Paulo,370,4,5,6
Rio de Janeiro,255,4,3,0
São Paulo,110,2,2,1
Rio de Janeiro,82,2,2,1
Rio de Janeiro,25,1,1,1
São Paulo,65,2,2,1
Belo Horizonte,45,1,1,0
Rio de Janeiro,95,2,2,2
Rio de Janeiro,55,1,2,1
Belo Horizonte,96,3,2,2
São Paulo,72,2,1,2
Belo Horizonte,44,2,1,0
Belo Horizonte,2000,3,3,2
São Paulo,49,2,1,1
São Paulo,119,3,2,1
São Paulo,52,1,1,1
São Paulo,80,2,1,1
São Paulo,200,3,3,3
São Paulo,181,3,4,3
Belo Horizonte,220,4,3,2
Porto Alegre,125,3,3,1
Campinas,55,1,1,0
Porto Alegre,28,1,1,0
Porto Alegre,48,2,1,1
São Paulo,222,4,3,4
São Paulo,138,3,3,2
São Paulo,72,2,1,1
São Paulo,171,4,4,4
Rio de Janeiro,55,1,2,1
Rio de Janeiro,120,2,3,1
São Paulo,102,3,3,2
São Paulo,118,3,3,2
São Paulo,55,2,1,0
Porto Alegre,197,4,3,2
São Paulo,49,1,1,0
Rio de Janeiro,45,1,1,0
Campinas,104,2,2,2
Campinas,73,3,2,2
Porto Alegre,55,1,1,0
São Paulo,202,4,4,3
São Paulo,54,2,1,1
São Paulo,75,2,1,0
Rio de Janeiro,89,3,2,0
São Paulo,46,1,1,0
São Paulo,386,4,6,4
Porto Alegre,240,3,3,1
São Paulo,61,3,2,1
São Paulo,80,2,2,1
Belo Horizonte,45,2,1,1
São Paulo,18,1,1,0
São Paulo,30,1,1,1
São Paulo,300,4,4,6
São Paulo,69,1,1,1
Campinas,157,3,2,2
Rio de Janeiro,30,1,1,0
Belo Horizonte,32,1,1,0
Belo Horizonte,83,3,2,2
São Paulo,55,2,2,2
São Paulo,70,1,1,1
São Paulo,20,1,1,0
Belo Horizonte,298,4,2,3
Belo Horizonte,90,3,2,1
São Paulo,147,2,2,1
São Paulo,48,1,1,1
São Paulo,32,1,1,1
São Paulo,195,4,2,3
Campinas,350,4,3,4
São Paulo,74,2,1,0
São Paulo,130,3,2,2
Campinas,60,2,3,0
Belo Horizonte,55,2,1,1
São Paulo,89,3,2,2
Porto Alegre,70,2,2,2
Belo Horizonte,141,4,2,1
Belo Horizonte,260,4,2,2
São Paulo,168,4,2,2
Belo Horizonte,24,1,1,1
São Paulo,240,4,4,5
São Paulo,178,3,4,4
São Paulo,58,2,1,1
São Paulo,800,4,7,8
São Paulo,180,3,2,2
São Paulo,101,3,4,2
São Paulo,50,1,1,0
Belo Horizonte,55,2,1,1
São Paulo,120,2,3,2
Campinas,42,2,1,1
Belo Horizonte,40,1,1,1
São Paulo,78,2,2,2
Porto Alegre,144,3,2,1
Rio de Janeiro,70,3,1,1
Campinas,440,4,4,4
Porto Alegre,44,1,1,1
São Paulo,596,4,5,2
Porto Alegre,230,3,4,3
Belo Horizonte,100,2,1,0
São Paulo,300,3,3,8
São Paulo,47,2,1,0
Campinas,105,3,2,2
São Paulo,65,2,2,1
São Paulo,65,3,2,1
São Paulo,60,2,2,2
Campinas,314,3,4,3
São Paulo,70,2,1,0
Rio de Janeiro,80,3,2,1
São Paulo,350,3,5,5
Porto Alegre,52,1,1,0
São Paulo,380,4,5,6
Rio de Janeiro,70,1,1,0
São Paulo,45,2,1,1
São Paulo,44,1,1,1
São Paulo,142,4,4,3
Belo Horizonte,96,3,1,1
São Paulo,88,2,3,2
São Paulo,169,3,4,3
Rio de Janeiro,40,1,1,0
São Paulo,45,1,1,0
Rio de Janeiro,320,3,2,0
São Paulo,82,1,2,1
São Paulo,180,3,4,3
São Paulo,340,4,4,4
Belo Horizonte,100,3,3,1
São Paulo,160,3,3,3
São Paulo,160,4,4,3
Campinas,100,3,2,2
São Paulo,33,1,1,1
São Paulo,35,1,2,1
Porto Alegre,52,2,2,1
São Paulo,180,3,2,2
São Paulo,180,3,2,1
São Paulo,300,4,4,4
São Paulo,79,2,1,0
Porto Alegre,66,2,1,0
São Paulo,26,1,1,0
São Paulo,367,4,5,6
Campinas,60,2,1,1
São Paulo,80,2,3,1
Rio de Janeiro,50,2,1,0
Rio de Janeiro,100,3,1,0
São Paulo,250,3,4,3
Porto Alegre,40,1,1,1
São Paulo,68,2,2,1
São Paulo,35,1,1,1
Porto Alegre,46,2,1,1
São Paulo,21,1,1,0
Rio de Janeiro,45,1,1,0
Belo Horizonte,107,3,2,2
São Paulo,220,3,3,5
São Paulo,380,5,7,4
São Paulo,150,3,3,2
Rio de Janeiro,15,1,1,0
São Paulo,35,1,1,0
São Paulo,120,3,4,2
São Paulo,24,2,2,1
Porto Alegre,70,2,2,1
Porto Alegre,50,1,2,0
São Paulo,220,3,4,4
São Paulo,180,3,4,3
Porto Alegre,148,3,2,3
São Paulo,52,2,1,1
Porto Alegre,48,2,1,0
São Paulo,160,4,5,2
São Paulo,40,1,1,0
São Paulo,40,1,1,0
Campinas,143,3,2,3
Campinas,550,3,4,8
São Paulo,35,1,1,1
Porto Alegre,50,2,1,0
São Paulo,210,4,4,3
São Paulo,60,2,2,2
São Paulo,217,4,4,3
Rio de Janeiro,300,3,3,2
Rio de Janeiro,45,1,1,0
São Paulo,230,5,3,0
Campinas,139,3,5,3
São Paulo,48,2,1,0
São Paulo,145,3,3,3
Porto Alegre,65,1,1,0
Porto Alegre,180,3,3,2
São Paulo,438,5,6,5
São Paulo,100,2,2,1
Rio de Janeiro,430,4,4,2
São Paulo,315,4,5,5
Porto Alegre,374,3,4,2
São Paulo,270,3,2,1
Campinas,92,2,3,2
Porto Alegre,220,3,3,2
São Paulo,243,4,3,3
Porto Alegre,240,3,3,7
São Paulo,260,4,5,5
Porto Alegre,63,3,2,2
São Paulo,238,4,5,3
São Paulo,60,2,2,2
São Paulo,82,2,2,0
Campinas,74,3,1,1
Belo Horizonte,40,1,1,2
Porto Alegre,70,3,1,1
Belo Horizonte,83,3,2,3
São Paulo,55,2,1,0
São Paulo,290,3,2,2
Rio de Janeiro,250,5,3,4
São Paulo,350,4,3,4
São Paulo,330,5,4,2
Campinas,82,3,3,2
São Paulo,60,2,2,1
Rio de Janeiro,74,2,1,0
